,start_hour,origin_nta,destination_nta,travel_counts,duration_minutes,arrival_rate
4609,18,MN24,MN24,96,6.052083333333333,0.165
4610,18,MN24,MN25,45,6.555555555555555,0.153
4611,18,MN24,MN27,23,6.956521739130435,0.144
4612,18,MN24,MN28,21,11.666666666666666,0.086
4613,18,MN24,MN31,12,18.333333333333332,0.055
4614,18,MN24,MN32,7,23.142857142857142,0.043
4615,18,MN24,MN40,35,22.17142857142857,0.045
4616,18,MN24,MN99,6,20.333333333333332,0.049
4617,18,MN24,Others,1252,38.58226837060703,0.026
4618,18,MN25,MN03,5,30.0,0.033
4619,18,MN25,MN09,5,25.8,0.039
4620,18,MN25,MN11,5,26.0,0.038
4621,18,MN25,MN12,27,20.703703703703702,0.048
4622,18,MN25,MN13,22,14.227272727272727,0.07
4623,18,MN25,MN17,30,16.5,0.061
4624,18,MN25,MN19,13,12.692307692307692,0.079
4625,18,MN25,MN20,7,14.571428571428571,0.069
4626,18,MN25,MN21,6,15.666666666666666,0.064
4627,18,MN25,MN22,8,15.625,0.064
4628,18,MN25,MN23,28,9.857142857142858,0.101
4629,18,MN25,MN24,53,8.69811320754717,0.115
4630,18,MN25,MN27,15,9.4,0.106
4631,18,MN25,MN28,15,10.266666666666667,0.097
4632,18,MN25,MN31,14,18.071428571428573,0.055
4633,18,MN25,MN32,10,20.3,0.049
4634,18,MN25,MN34,5,23.6,0.042
4635,18,MN25,MN35,6,32.666666666666664,0.031
4636,18,MN25,MN36,6,30.833333333333332,0.032
4637,18,MN25,MN40,11,19.181818181818183,0.052
4638,18,MN25,MN50,12,14.5,0.069
4639,18,MN25,MN99,5,18.2,0.055
4640,18,MN25,Others,1571,37.448758752387015,0.027
4641,18,MN27,MN13,6,13.333333333333334,0.075
4642,18,MN27,MN23,6,12.166666666666666,0.082
4643,18,MN27,MN24,13,7.0,0.143
4644,18,MN27,MN25,8,6.625,0.151
4645,18,MN27,MN28,17,6.294117647058823,0.159
4646,18,MN27,MN40,5,17.8,0.056
4647,18,MN27,Others,404,35.334158415841586,0.028
4648,18,MN28,MN01,6,30.833333333333332,0.032
4649,18,MN28,MN13,9,14.777777777777779,0.068
4650,18,MN28,MN17,9,16.333333333333332,0.061
4651,18,MN28,MN19,9,9.555555555555555,0.105
4652,18,MN28,MN20,10,10.2,0.098
4653,18,MN28,MN21,6,11.833333333333334,0.085
4654,18,MN28,MN22,12,7.583333333333333,0.132
4655,18,MN28,MN23,13,15.0,0.067
4656,18,MN28,MN24,16,10.625,0.094
4657,18,MN28,MN25,16,8.75,0.114
4658,18,MN28,MN27,14,6.214285714285714,0.161
4659,18,MN28,MN28,35,6.428571428571429,0.156
4660,18,MN28,MN50,5,7.4,0.135
4661,18,MN28,Others,390,35.3948717948718,0.028
4662,18,MN31,MN11,5,17.2,0.058
4663,18,MN31,MN12,17,13.764705882352942,0.073
4664,18,MN31,MN13,7,20.714285714285715,0.048
4665,18,MN31,MN14,5,14.6,0.068
4666,18,MN31,MN17,16,10.6875,0.094
4667,18,MN31,MN19,15,10.2,0.098
4668,18,MN31,MN23,6,23.666666666666668,0.042
4669,18,MN31,MN25,12,18.083333333333332,0.055
4670,18,MN31,MN31,43,10.511627906976743,0.095
4671,18,MN31,MN32,13,11.692307692307692,0.086
4672,18,MN31,MN33,6,10.833333333333334,0.092
4673,18,MN31,MN34,8,16.25,0.062
4674,18,MN31,MN40,47,10.319148936170214,0.097
4675,18,MN31,MN99,5,7.4,0.135
4676,18,MN31,Others,722,38.46952908587257,0.026
4677,18,MN32,MN12,8,14.25,0.07
4678,18,MN32,MN14,7,15.0,0.067
4679,18,MN32,MN17,10,14.0,0.071
4680,18,MN32,MN19,9,8.333333333333334,0.12
4681,18,MN32,MN24,6,23.333333333333332,0.043
4682,18,MN32,MN25,9,21.333333333333332,0.047
4683,18,MN32,MN31,14,7.071428571428571,0.141
4684,18,MN32,MN32,30,6.733333333333333,0.149
4685,18,MN32,MN33,10,7.1,0.141
4686,18,MN32,MN34,12,9.333333333333334,0.107
4687,18,MN32,MN40,24,6.833333333333333,0.146
4688,18,MN32,Others,376,35.026595744680854,0.029
4689,18,MN33,MN03,5,12.0,0.083
4690,18,MN33,MN09,9,8.222222222222221,0.122
4691,18,MN33,MN11,9,8.0,0.125
4692,18,MN33,MN12,17,9.941176470588236,0.101
4693,18,MN33,MN17,10,23.1,0.043
4694,18,MN33,MN23,5,29.2,0.034
4695,18,MN33,MN28,5,18.0,0.056
4696,18,MN33,MN31,7,10.0,0.1
4697,18,MN33,MN32,27,10.037037037037036,0.1
4698,18,MN33,MN33,71,7.098591549295775,0.141
4699,18,MN33,MN34,17,8.411764705882353,0.119
4700,18,MN33,MN40,21,8.761904761904763,0.114
4701,18,MN33,MN99,5,16.4,0.061
4702,18,MN33,Others,577,38.40207972270364,0.026
4703,18,MN34,MN03,27,9.148148148148149,0.109
4704,18,MN34,MN09,10,8.4,0.119
4705,18,MN34,MN11,27,8.481481481481481,0.118
4706,18,MN34,MN12,16,12.125,0.082
4707,18,MN34,MN13,8,19.625,0.051
4708,18,MN34,MN32,8,9.5,0.105
4709,18,MN34,MN33,29,6.931034482758621,0.144
4710,18,MN34,MN35,10,15.6,0.064
4711,18,MN34,MN36,13,16.076923076923077,0.062
4712,18,MN34,MN40,16,11.1875,0.089
4713,18,MN34,MN99,6,10.333333333333334,0.097
4714,18,MN34,Others,628,32.30891719745223,0.031
4715,18,MN35,MN01,17,6.823529411764706,0.147
4716,18,MN35,MN04,9,12.222222222222221,0.082
4717,18,MN35,MN09,8,11.375,0.088
4718,18,MN35,MN12,6,16.666666666666668,0.06
4719,18,MN35,MN13,8,23.25,0.043
4720,18,MN35,MN17,5,23.2,0.043
4721,18,MN35,MN19,5,18.2,0.055
4722,18,MN35,MN25,5,26.8,0.037
4723,18,MN35,MN34,12,11.083333333333334,0.09
4724,18,MN35,MN36,49,6.142857142857143,0.163
4725,18,MN35,MN40,8,17.875,0.056
4726,18,MN35,MN99,5,10.6,0.094
4727,18,MN35,Others,695,27.149640287769785,0.037
4728,18,MN36,MN01,10,9.6,0.104
4729,18,MN36,MN03,10,12.4,0.081
4730,18,MN36,MN04,14,7.214285714285714,0.139
4731,18,MN36,MN12,11,14.0,0.071
4732,18,MN36,MN17,12,22.583333333333332,0.044
4733,18,MN36,MN24,6,27.833333333333332,0.036
4734,18,MN36,MN28,5,28.8,0.035
4735,18,MN36,MN31,5,22.6,0.044
4736,18,MN36,MN34,8,9.25,0.108
4737,18,MN36,MN35,60,6.216666666666667,0.161
4738,18,MN36,Others,860,28.977906976744187,0.035
4739,18,MN40,MN11,7,14.142857142857142,0.071
4740,18,MN40,MN12,54,11.166666666666666,0.09
4741,18,MN40,MN13,17,17.941176470588236,0.056
4742,18,MN40,MN14,14,10.285714285714286,0.097
4743,18,MN40,MN15,5,11.8,0.085
4744,18,MN40,MN17,32,12.71875,0.079
4745,18,MN40,MN19,24,9.416666666666666,0.106
4746,18,MN40,MN20,10,13.2,0.076
4747,18,MN40,MN23,14,21.785714285714285,0.046
4748,18,MN40,MN24,10,26.9,0.037
4749,18,MN40,MN25,13,20.615384615384617,0.049
4750,18,MN40,MN28,6,14.666666666666666,0.068
4751,18,MN40,MN31,39,7.333333333333333,0.136
4752,18,MN40,MN32,32,10.59375,0.094
4753,18,MN40,MN33,25,8.12,0.123
4754,18,MN40,MN34,19,12.210526315789474,0.082
4755,18,MN40,MN40,96,7.270833333333333,0.138
4756,18,MN40,MN99,9,14.0,0.071
4757,18,MN40,Others,1060,37.199056603773585,0.027
4758,18,MN50,MN13,5,12.2,0.082
4759,18,MN50,MN17,6,13.166666666666666,0.076
4760,18,MN50,MN19,9,6.777777777777778,0.148
4761,18,MN50,MN23,6,9.166666666666666,0.109
4762,18,MN50,MN28,5,9.2,0.109
4763,18,MN50,Others,65,36.03076923076923,0.028
4764,18,MN99,MN35,6,6.166666666666667,0.162
4765,18,MN99,Others,150,39.70666666666666,0.025
4766,18,Others,MN01,639,21.419405320813773,0.047
4767,18,Others,MN03,591,27.2419627749577,0.037
4768,18,Others,MN04,282,29.77304964539007,0.034
4769,18,Others,MN06,160,30.6,0.033
4770,18,Others,MN09,430,34.2953488372093,0.029
4771,18,Others,MN11,399,31.2406015037594,0.032
4772,18,Others,MN12,565,35.27787610619469,0.028
4773,18,Others,MN13,1163,38.360275150472916,0.026
4774,18,Others,MN14,293,33.467576791808874,0.03
4775,18,Others,MN15,306,34.21895424836601,0.029
4776,18,Others,MN17,2437,39.53590480098482,0.025
4777,18,Others,MN19,843,38.20759193357058,0.026
4778,18,Others,MN20,606,36.41089108910891,0.027
4779,18,Others,MN21,316,41.765822784810126,0.024
4780,18,Others,MN22,206,39.067961165048544,0.026
4781,18,Others,MN23,661,39.43721633888048,0.025
4782,18,Others,MN24,966,40.13354037267081,0.025
4783,18,Others,MN25,1160,40.01896551724138,0.025
4784,18,Others,MN27,361,31.844875346260388,0.031
4785,18,Others,MN28,490,33.953061224489794,0.029
4786,18,Others,MN31,668,37.2440119760479,0.027
4787,18,Others,MN32,320,32.98125,0.03
4788,18,Others,MN33,507,35.89940828402367,0.028
4789,18,Others,MN34,519,29.057803468208093,0.034
4790,18,Others,MN35,637,25.339089481946626,0.039
4791,18,Others,MN36,788,28.26015228426396,0.035
4792,18,Others,MN40,926,34.937365010799134,0.029
4793,18,Others,MN50,85,39.870588235294115,0.025
4794,18,Others,MN99,178,35.13483146067416,0.028
4795,18,Others,Others,3300,38.29151515151515,0.026
4796,19,MN01,MN17,6,25.166666666666668,0.04
4797,19,MN01,MN33,6,13.833333333333334,0.072
4798,19,MN01,MN34,9,12.222222222222221,0.082
4799,19,MN01,MN35,36,7.333333333333333,0.136
4800,19,MN01,MN36,20,8.3,0.12
4801,19,MN01,MN99,6,9.166666666666666,0.109
4802,19,MN01,Others,614,22.407166123778502,0.045
4803,19,MN03,MN01,5,9.0,0.111
4804,19,MN03,MN04,27,6.592592592592593,0.152
4805,19,MN03,MN06,9,7.333333333333333,0.136
4806,19,MN03,MN09,25,8.64,0.116
4807,19,MN03,MN11,48,6.791666666666667,0.147
4808,19,MN03,MN12,16,14.125,0.071
4809,19,MN03,MN13,8,24.625,0.041
4810,19,MN03,MN14,8,13.25,0.075
4811,19,MN03,MN17,7,21.714285714285715,0.046
4812,19,MN03,MN23,6,32.333333333333336,0.031
4813,19,MN03,MN24,7,28.142857142857142,0.036
4814,19,MN03,MN25,11,25.09090909090909,0.04
4815,19,MN03,MN33,10,12.7,0.079
4816,19,MN03,MN34,18,7.277777777777778,0.137
4817,19,MN03,MN36,13,10.307692307692308,0.097
4818,19,MN03,MN99,5,15.8,0.063
4819,19,MN03,Others,638,28.562695924764892,0.035
4820,19,MN04,MN01,8,9.125,0.11
4821,19,MN04,MN03,20,7.25,0.138
4822,19,MN04,MN06,6,7.166666666666667,0.14
4823,19,MN04,MN11,5,13.0,0.077
4824,19,MN04,MN12,5,15.4,0.065
4825,19,MN04,MN35,7,10.0,0.1
4826,19,MN04,Others,251,28.322709163346612,0.035
4827,19,MN06,MN03,10,7.0,0.143
4828,19,MN06,MN12,5,11.6,0.086
4829,19,MN06,MN35,5,10.2,0.098
4830,19,MN06,MN36,9,7.666666666666667,0.13
4831,19,MN06,Others,208,28.6875,0.035
4832,19,MN09,MN03,16,11.75,0.085
4833,19,MN09,MN04,12,7.5,0.133
4834,19,MN09,MN12,48,8.0625,0.124
4835,19,MN09,MN13,6,17.833333333333332,0.056
4836,19,MN09,MN14,5,7.6,0.132
4837,19,MN09,MN15,5,13.2,0.076
4838,19,MN09,MN17,12,16.166666666666668,0.062
4839,19,MN09,MN32,9,21.22222222222222,0.047
4840,19,MN09,MN33,11,14.272727272727273,0.07
4841,19,MN09,MN35,7,10.571428571428571,0.095
4842,19,MN09,MN36,5,9.8,0.102
4843,19,MN09,MN40,8,15.0,0.067
4844,19,MN09,Others,570,34.42982456140351,0.029
4845,19,MN11,MN01,5,13.0,0.077
4846,19,MN11,MN03,36,6.555555555555555,0.153
4847,19,MN11,MN04,12,9.25,0.108
4848,19,MN11,MN06,11,7.636363636363637,0.131
4849,19,MN11,MN09,25,7.16,0.14
4850,19,MN11,MN12,24,10.708333333333334,0.093
4851,19,MN11,MN14,11,14.545454545454545,0.069
4852,19,MN11,MN17,8,17.5,0.057
4853,19,MN11,MN23,7,29.0,0.034
4854,19,MN11,MN24,6,25.5,0.039
4855,19,MN11,MN25,5,23.4,0.043
4856,19,MN11,MN33,19,9.526315789473685,0.105
4857,19,MN11,MN34,24,7.333333333333333,0.136
4858,19,MN11,MN36,18,10.5,0.095
4859,19,MN11,Others,378,32.01058201058201,0.031
4860,19,MN12,MN04,7,11.285714285714286,0.089
4861,19,MN12,MN06,11,8.545454545454545,0.117
4862,19,MN12,MN09,48,7.416666666666667,0.135
4863,19,MN12,MN11,14,10.428571428571429,0.096
4864,19,MN12,MN12,204,6.034313725490196,0.166
4865,19,MN12,MN13,7,18.142857142857142,0.055
4866,19,MN12,MN14,21,7.0,0.143
4867,19,MN12,MN15,5,9.2,0.109
4868,19,MN12,MN17,33,13.333333333333334,0.075
4869,19,MN12,MN19,8,15.375,0.065
4870,19,MN12,MN20,6,15.5,0.065
4871,19,MN12,MN21,5,21.8,0.046
4872,19,MN12,MN24,8,19.75,0.051
4873,19,MN12,MN25,8,20.75,0.048
4874,19,MN12,MN31,18,14.277777777777779,0.07
4875,19,MN12,MN32,12,9.333333333333334,0.107
4876,19,MN12,MN33,21,10.428571428571429,0.096
4877,19,MN12,MN34,9,15.11111111111111,0.066
4878,19,MN12,MN35,9,14.11111111111111,0.071
4879,19,MN12,MN36,13,11.307692307692308,0.088
4880,19,MN12,MN40,36,8.88888888888889,0.112
4881,19,MN12,MN99,6,6.0,0.167
4882,19,MN12,Others,660,39.342424242424244,0.025
4883,19,MN13,MN03,6,24.333333333333332,0.041
4884,19,MN13,MN12,9,14.0,0.071
4885,19,MN13,MN13,128,7.6796875,0.13
4886,19,MN13,MN14,10,11.7,0.085
4887,19,MN13,MN15,14,10.571428571428571,0.095
4888,19,MN13,MN17,68,8.691176470588236,0.115
4889,19,MN13,MN19,37,10.35135135135135,0.097
4890,19,MN13,MN20,29,10.689655172413794,0.094
4891,19,MN13,MN21,27,8.37037037037037,0.119
4892,19,MN13,MN22,13,10.153846153846153,0.098
4893,19,MN13,MN23,51,7.901960784313726,0.127
4894,19,MN13,MN24,24,13.083333333333334,0.076
4895,19,MN13,MN25,13,13.692307692307692,0.073
4896,19,MN13,MN27,8,14.0,0.071
4897,19,MN13,MN28,13,16.692307692307693,0.06
4898,19,MN13,MN31,10,12.3,0.081
4899,19,MN13,MN32,7,13.714285714285714,0.073
4900,19,MN13,MN34,7,21.285714285714285,0.047
4901,19,MN13,MN35,8,23.25,0.043
4902,19,MN13,MN40,8,16.25,0.062
4903,19,MN13,MN50,13,10.846153846153847,0.092
4904,19,MN13,Others,965,36.58756476683938,0.027
4905,19,MN14,MN03,6,13.166666666666666,0.076
4906,19,MN14,MN11,6,12.833333333333334,0.078
4907,19,MN14,MN12,37,6.324324324324325,0.158
4908,19,MN14,MN13,5,18.2,0.055
4909,19,MN14,MN17,21,9.0,0.111
4910,19,MN14,MN19,7,12.142857142857142,0.082
4911,19,MN14,MN33,16,11.9375,0.084
4912,19,MN14,MN35,7,18.428571428571427,0.054
4913,19,MN14,MN36,6,13.666666666666666,0.073
4914,19,MN14,MN40,16,10.375,0.096
4915,19,MN14,Others,441,33.0702947845805,0.03
4916,19,MN15,MN12,6,8.166666666666666,0.122
4917,19,MN15,MN13,5,12.0,0.083
4918,19,MN15,MN15,9,7.222222222222222,0.138
4919,19,MN15,MN19,6,11.0,0.091
4920,19,MN15,MN40,5,8.8,0.114
4921,19,MN15,Others,345,33.11304347826087,0.03
4922,19,MN17,MN03,10,17.0,0.059
4923,19,MN17,MN11,11,16.181818181818183,0.062
4924,19,MN17,MN12,37,12.513513513513514,0.08
4925,19,MN17,MN13,117,9.393162393162394,0.106
4926,19,MN17,MN14,30,8.5,0.118
4927,19,MN17,MN15,43,6.8604651162790695,0.146
4928,19,MN17,MN17,158,7.265822784810126,0.138
4929,19,MN17,MN19,99,8.01010101010101,0.125
4930,19,MN17,MN20,54,9.11111111111111,0.11
4931,19,MN17,MN21,14,16.214285714285715,0.062
4932,19,MN17,MN22,5,16.0,0.062
4933,19,MN17,MN23,37,13.513513513513514,0.074
4934,19,MN17,MN24,46,17.934782608695652,0.056
4935,19,MN17,MN25,24,16.291666666666668,0.061
4936,19,MN17,MN28,11,13.272727272727273,0.075
4937,19,MN17,MN31,50,13.24,0.076
4938,19,MN17,MN32,27,12.481481481481481,0.08
4939,19,MN17,MN33,12,12.416666666666666,0.081
4940,19,MN17,MN34,17,16.823529411764707,0.059
4941,19,MN17,MN35,10,24.3,0.041
4942,19,MN17,MN36,6,21.166666666666668,0.047
4943,19,MN17,MN40,79,10.974683544303797,0.091
4944,19,MN17,MN99,15,7.0,0.143
4945,19,MN17,Others,2584,35.558049535603715,0.028
4946,19,MN19,MN11,5,13.4,0.075
4947,19,MN19,MN12,13,16.846153846153847,0.059
4948,19,MN19,MN13,25,16.24,0.062
4949,19,MN19,MN14,5,8.8,0.114
4950,19,MN19,MN15,7,9.0,0.111
4951,19,MN19,MN17,62,8.290322580645162,0.121
4952,19,MN19,MN20,32,7.75,0.129
4953,19,MN19,MN21,18,8.5,0.118
4954,19,MN19,MN23,9,18.77777777777778,0.053
4955,19,MN19,MN24,11,17.363636363636363,0.058
4956,19,MN19,MN25,7,16.0,0.062
4957,19,MN19,MN28,8,11.75,0.085
4958,19,MN19,MN31,29,11.931034482758621,0.084
4959,19,MN19,MN32,24,11.291666666666666,0.089
4960,19,MN19,MN33,7,12.571428571428571,0.08
4961,19,MN19,MN34,6,11.666666666666666,0.086
4962,19,MN19,MN36,9,20.22222222222222,0.049
4963,19,MN19,MN40,39,9.256410256410257,0.108
4964,19,MN19,Others,976,36.318647540983605,0.028
4965,19,MN20,MN12,9,13.88888888888889,0.072
4966,19,MN20,MN13,18,7.5,0.133
4967,19,MN20,MN17,35,7.9714285714285715,0.125
4968,19,MN20,MN19,26,6.038461538461538,0.166
4969,19,MN20,MN20,35,6.257142857142857,0.16
4970,19,MN20,MN21,10,7.0,0.143
4971,19,MN20,MN22,5,9.4,0.106
4972,19,MN20,MN23,12,8.416666666666666,0.119
4973,19,MN20,MN24,7,18.714285714285715,0.053
4974,19,MN20,MN25,11,14.363636363636363,0.07
4975,19,MN20,MN27,5,11.4,0.088
4976,19,MN20,MN28,7,11.0,0.091
4977,19,MN20,MN31,8,6.25,0.16
4978,19,MN20,MN33,9,14.333333333333334,0.07
4979,19,MN20,MN40,25,12.04,0.083
4980,19,MN20,MN50,8,7.0,0.143
4981,19,MN20,Others,513,36.666666666666664,0.027
4982,19,MN21,MN13,19,9.052631578947368,0.11
4983,19,MN21,MN17,14,11.0,0.091
4984,19,MN21,MN19,13,6.538461538461538,0.153
4985,19,MN21,MN20,35,6.571428571428571,0.152
4986,19,MN21,MN23,25,11.16,0.09
4987,19,MN21,MN28,9,10.666666666666666,0.094
4988,19,MN21,MN40,6,16.833333333333332,0.059
4989,19,MN21,MN50,12,6.583333333333333,0.152
4990,19,MN21,Others,270,39.29259259259259,0.025
4991,19,MN22,MN13,7,11.428571428571429,0.087
4992,19,MN22,MN17,9,17.555555555555557,0.057
4993,19,MN22,MN20,5,11.2,0.089
4994,19,MN22,MN22,18,6.055555555555555,0.165
4995,19,MN22,MN23,21,7.428571428571429,0.135
4996,19,MN22,MN24,9,10.333333333333334,0.097
4997,19,MN22,MN28,15,6.4,0.156
4998,19,MN22,Others,138,41.094202898550726,0.024
4999,19,MN23,MN12,19,15.947368421052632,0.063
5000,19,MN23,MN13,72,8.958333333333334,0.112
5001,19,MN23,MN17,29,13.689655172413794,0.073
5002,19,MN23,MN19,15,18.266666666666666,0.055
5003,19,MN23,MN20,11,15.363636363636363,0.065
5004,19,MN23,MN21,18,11.444444444444445,0.087
5005,19,MN23,MN22,26,8.26923076923077,0.121
5006,19,MN23,MN23,137,7.299270072992701,0.137
5007,19,MN23,MN24,36,8.166666666666666,0.122
5008,19,MN23,MN25,12,9.166666666666666,0.109
5009,19,MN23,MN27,15,11.466666666666667,0.087
5010,19,MN23,MN28,11,13.363636363636363,0.075
5011,19,MN23,MN31,7,14.285714285714286,0.07
5012,19,MN23,MN34,7,22.571428571428573,0.044
5013,19,MN23,MN40,8,13.75,0.073
5014,19,MN23,MN50,14,12.0,0.083
5015,19,MN23,Others,638,37.28056426332289,0.027
5016,19,MN24,MN11,13,23.076923076923077,0.043
5017,19,MN24,MN13,32,11.34375,0.088
5018,19,MN24,MN15,7,11.571428571428571,0.086
5019,19,MN24,MN17,27,15.185185185185185,0.066
5020,19,MN24,MN19,23,14.91304347826087,0.067
5021,19,MN24,MN20,12,14.083333333333334,0.071
5022,19,MN24,MN22,10,11.9,0.084
5023,19,MN24,MN23,66,8.181818181818182,0.122
5024,19,MN24,MN24,87,6.333333333333333,0.158
5025,19,MN24,MN25,39,7.487179487179487,0.134
5026,19,MN24,MN27,20,9.7,0.103
5027,19,MN24,MN28,22,11.590909090909092,0.086
5028,19,MN24,MN31,8,18.375,0.054
5029,19,MN24,MN33,6,27.833333333333332,0.036
5030,19,MN24,MN34,8,20.75,0.048
5031,19,MN24,MN36,5,27.0,0.037
5032,19,MN24,MN40,17,19.235294117647058,0.052
5033,19,MN24,MN99,5,24.2,0.041
5034,19,MN24,Others,1232,36.013798701298704,0.028
5035,19,MN25,MN12,19,20.57894736842105,0.049
5036,19,MN25,MN13,24,15.208333333333334,0.066
5037,19,MN25,MN15,6,16.833333333333332,0.059
5038,19,MN25,MN17,19,17.94736842105263,0.056
5039,19,MN25,MN19,20,14.35,0.07
5040,19,MN25,MN20,16,13.4375,0.074
5041,19,MN25,MN21,5,15.4,0.065
5042,19,MN25,MN23,29,10.827586206896552,0.092
5043,19,MN25,MN24,45,6.266666666666667,0.16
5044,19,MN25,MN25,98,6.173469387755102,0.162
5045,19,MN25,MN27,16,10.0625,0.099
5046,19,MN25,MN28,23,9.91304347826087,0.101
5047,19,MN25,MN31,22,17.227272727272727,0.058
5048,19,MN25,MN32,7,20.857142857142858,0.048
5049,19,MN25,MN33,6,17.166666666666668,0.058
5050,19,MN25,MN35,7,28.142857142857142,0.036
5051,19,MN25,MN40,12,20.333333333333332,0.049
5052,19,MN25,MN50,14,13.0,0.077
5053,19,MN25,MN99,9,18.0,0.056
5054,19,MN25,Others,1421,35.9155524278677,0.028
5055,19,MN27,MN13,6,17.0,0.059
5056,19,MN27,MN23,7,13.571428571428571,0.074
5057,19,MN27,MN25,11,10.0,0.1
5058,19,MN27,Others,420,33.2047619047619,0.03
5059,19,MN28,MN01,5,28.8,0.035
5060,19,MN28,MN12,7,25.0,0.04
5061,19,MN28,MN13,6,15.333333333333334,0.065
5062,19,MN28,MN17,15,15.733333333333333,0.064
5063,19,MN28,MN19,9,9.333333333333334,0.107
5064,19,MN28,MN20,9,11.0,0.091
5065,19,MN28,MN21,7,11.142857142857142,0.09
5066,19,MN28,MN22,12,7.25,0.138
5067,19,MN28,MN23,12,15.75,0.063
5068,19,MN28,MN24,13,12.307692307692308,0.081
5069,19,MN28,MN25,9,10.555555555555555,0.095
5070,19,MN28,MN27,16,9.625,0.104
5071,19,MN28,MN28,46,6.282608695652174,0.159
5072,19,MN28,MN36,7,25.142857142857142,0.04
5073,19,MN28,Others,404,36.01980198019802,0.028
5074,19,MN31,MN09,7,12.142857142857142,0.082
5075,19,MN31,MN11,9,12.0,0.083
5076,19,MN31,MN12,18,16.88888888888889,0.059
5077,19,MN31,MN14,6,20.333333333333332,0.049
5078,19,MN31,MN17,26,11.5,0.087
5079,19,MN31,MN19,16,13.5,0.074
5080,19,MN31,MN20,5,10.0,0.1
5081,19,MN31,MN23,6,20.833333333333332,0.048
5082,19,MN31,MN25,13,18.615384615384617,0.054
5083,19,MN31,MN31,47,10.680851063829786,0.094
5084,19,MN31,MN32,21,6.714285714285714,0.149
5085,19,MN31,MN33,12,10.833333333333334,0.092
5086,19,MN31,MN40,46,7.913043478260869,0.126
5087,19,MN31,Others,746,36.25603217158177,0.028
5088,19,MN32,MN03,5,11.6,0.086
5089,19,MN32,MN12,10,11.0,0.091
5090,19,MN32,MN14,6,17.666666666666668,0.057
5091,19,MN32,MN17,7,15.0,0.067
5092,19,MN32,MN19,9,9.666666666666666,0.103
5093,19,MN32,MN23,6,19.166666666666668,0.052
5094,19,MN32,MN24,6,21.333333333333332,0.047
5095,19,MN32,MN25,6,21.166666666666668,0.047
5096,19,MN32,MN31,16,8.0625,0.124
5097,19,MN32,MN32,40,6.475,0.154
5098,19,MN32,MN33,15,9.6,0.104
5099,19,MN32,MN34,13,9.615384615384615,0.104
5100,19,MN32,MN40,38,6.631578947368421,0.151
5101,19,MN32,Others,393,34.045801526717554,0.029
5102,19,MN33,MN01,6,16.0,0.062
5103,19,MN33,MN03,8,10.625,0.094
5104,19,MN33,MN09,10,12.9,0.078
5105,19,MN33,MN11,13,8.923076923076923,0.112
5106,19,MN33,MN12,14,11.5,0.087
5107,19,MN33,MN14,9,17.666666666666668,0.057
5108,19,MN33,MN17,6,12.333333333333334,0.081
5109,19,MN33,MN20,6,15.0,0.067
5110,19,MN33,MN21,6,15.833333333333334,0.063
5111,19,MN33,MN23,5,20.8,0.048
5112,19,MN33,MN25,7,23.857142857142858,0.042
5113,19,MN33,MN31,7,9.857142857142858,0.101
5114,19,MN33,MN32,18,10.88888888888889,0.092
5115,19,MN33,MN33,55,7.0181818181818185,0.142
5116,19,MN33,MN34,30,6.666666666666667,0.15
5117,19,MN33,MN36,6,17.666666666666668,0.057
5118,19,MN33,MN40,13,7.6923076923076925,0.13
5119,19,MN33,Others,613,35.6721044045677,0.028
5120,19,MN34,MN01,10,14.7,0.068
5121,19,MN34,MN03,37,7.297297297297297,0.137
5122,19,MN34,MN04,8,13.75,0.073
5123,19,MN34,MN09,15,12.066666666666666,0.083
5124,19,MN34,MN11,46,6.739130434782608,0.148
5125,19,MN34,MN12,14,15.785714285714286,0.063
5126,19,MN34,MN13,5,20.0,0.05
5127,19,MN34,MN14,6,15.833333333333334,0.063
5128,19,MN34,MN17,13,16.923076923076923,0.059
5129,19,MN34,MN23,6,23.333333333333332,0.043
5130,19,MN34,MN28,8,16.125,0.062
5131,19,MN34,MN31,6,14.833333333333334,0.067
5132,19,MN34,MN32,11,8.818181818181818,0.113
5133,19,MN34,MN33,35,7.4,0.135
5134,19,MN34,MN34,60,6.433333333333334,0.155
5135,19,MN34,MN35,9,13.333333333333334,0.075
5136,19,MN34,MN36,15,14.133333333333333,0.071
5137,19,MN34,MN40,14,12.0,0.083
5138,19,MN34,Others,648,31.155864197530864,0.032
5139,19,MN35,MN01,18,6.777777777777778,0.148
5140,19,MN35,MN03,7,9.714285714285714,0.103
5141,19,MN35,MN04,8,9.875,0.101
5142,19,MN35,MN13,8,22.625,0.044
5143,19,MN35,MN17,8,26.375,0.038
5144,19,MN35,MN23,5,27.6,0.036
5145,19,MN35,MN33,8,12.875,0.078
5146,19,MN35,MN34,6,11.666666666666666,0.086
5147,19,MN35,MN36,53,6.9245283018867925,0.144
5148,19,MN35,MN40,12,18.916666666666668,0.053
5149,19,MN35,Others,729,26.434842249657063,0.038
5150,19,MN36,MN03,18,10.055555555555555,0.099
5151,19,MN36,MN04,19,6.578947368421052,0.152
5152,19,MN36,MN11,5,12.8,0.078
5153,19,MN36,MN12,10,17.3,0.058
5154,19,MN36,MN13,6,25.833333333333332,0.039
5155,19,MN36,MN14,7,13.571428571428571,0.074
