,start_hour,origin_nta,destination_nta,travel_counts,duration_minutes,arrival_rate
14012,10,MN28,MN01,0,33.67575622157334,0.03
14013,10,MN28,MN04,0,32.640204533249104,0.031
14014,10,MN28,MN06,0,33.93532095587563,0.029
14015,10,MN28,MN09,0,27.242441539041888,0.037
14016,10,MN28,MN14,0,22.090916295936257,0.045
14017,10,MN28,MN19,0,17.20766602960433,0.058
14018,10,MN28,MN32,0,19.36444208633005,0.052
14019,10,MN28,MN99,0,30.06755353975423,0.033
14020,10,MN28,MN03,0,24.88182262328005,0.04
14021,10,MN28,MN15,0,19.683309885748915,0.051
14022,10,MN50,MN11,0,21.468065318931536,0.047
14023,10,MN50,MN12,0,27.72968247842074,0.036
14024,10,MN50,MN40,0,16.38747270401063,0.061
14025,10,MN50,MN13,0,13.642543412388605,0.073
14026,10,MN50,MN33,0,13.413729674114169,0.075
14027,10,MN50,MN25,0,17.21505979557405,0.058
14028,10,MN50,MN20,0,7.859312891591828,0.127
14029,10,MN50,MN27,0,10.929488567266716,0.091
14030,10,MN50,MN24,0,21.02522401202817,0.048
14031,10,MN50,MN28,0,10.518667064121125,0.095
14032,10,MN50,MN50,0,6.622200758809081,0.151
14033,10,MN50,MN34,0,15.789023491087365,0.063
14034,10,MN50,MN35,0,30.763828554369596,0.033
14035,10,MN50,MN36,0,26.688675670219997,0.037
14036,10,MN50,MN31,0,12.238955466070168,0.082
14037,10,MN50,MN01,0,25.497428200482787,0.039
14038,10,MN50,MN04,0,28.861948935987495,0.035
14039,10,MN50,MN06,0,36.52290828910118,0.027
14040,10,MN50,MN09,0,36.57956507791587,0.027
14041,10,MN50,MN14,0,13.106349111355328,0.076
14042,10,MN50,MN19,0,11.003745843565298,0.091
14043,10,MN50,MN21,0,8.25570512523513,0.121
14044,10,MN50,MN22,0,12.59478265670792,0.079
14045,10,MN50,MN32,0,13.656577718185446,0.073
14046,10,MN50,MN99,0,29.8989365055894,0.033
14047,10,MN50,MN03,0,23.613099338149375,0.042
14048,10,MN50,MN15,0,20.594301971946145,0.049
14049,10,MN34,MN11,0,13.400507913498407,0.075
14050,10,MN34,MN12,0,19.791644723136013,0.051
14051,10,MN34,MN13,0,23.310313203012786,0.043
14052,10,MN34,MN25,0,28.96357174159622,0.035
14053,10,MN34,MN27,0,24.948745434009034,0.04
14054,10,MN34,MN23,0,28.371486787660608,0.035
14055,10,MN34,MN24,0,31.54154971082624,0.032
14056,10,MN34,MN28,0,24.48413735849602,0.041
14057,10,MN34,MN50,0,16.48912533913405,0.061
14058,10,MN34,MN35,0,17.357295610564936,0.058
14059,10,MN34,MN36,0,17.800133500333587,0.056
14060,10,MN34,MN01,0,17.98330110825656,0.056
14061,10,MN34,MN04,0,13.910390997439146,0.072
14062,10,MN34,MN06,0,10.179033872089104,0.098
14063,10,MN34,MN14,0,21.10541623152594,0.047
14064,10,MN34,MN19,0,14.963686164720407,0.067
14065,10,MN34,MN21,0,21.21234957721902,0.047
14066,10,MN34,MN22,0,25.164038811097917,0.04
14067,10,MN34,MN32,0,9.58302200178737,0.104
14068,10,MN34,MN15,0,26.69060123424962,0.037
14069,10,MN35,MN11,0,17.791621545601053,0.056
14070,10,MN35,MN12,0,19.51924342453003,0.051
14071,10,MN35,MN40,0,26.252183023250858,0.038
14072,10,MN35,MN13,0,31.2085315065191,0.032
14073,10,MN35,MN33,0,20.19457144772753,0.05
14074,10,MN35,MN25,0,28.93882319683318,0.035
14075,10,MN35,MN20,0,30.92521817408417,0.032
14076,10,MN35,MN27,0,37.13804002589273,0.027
14077,10,MN35,MN23,0,34.02510172554864,0.029
14078,10,MN35,MN24,0,30.280818415290028,0.033
14079,10,MN35,MN28,0,30.926332396454818,0.032
14080,10,MN35,MN50,0,41.2563153580969,0.024
14081,10,MN35,MN35,0,6.600622036271767,0.152
14082,10,MN35,MN36,0,11.234630066726423,0.089
14083,10,MN35,MN31,0,19.32117267180677,0.052
14084,10,MN35,MN04,0,10.796293025923218,0.093
14085,10,MN35,MN06,0,13.564861345123608,0.074
14086,10,MN35,MN09,0,16.37820825499714,0.061
14087,10,MN35,MN14,0,18.776481529224668,0.053
14088,10,MN35,MN19,0,21.001854578223316,0.048
14089,10,MN35,MN21,0,28.994482363369247,0.034
14090,10,MN35,MN22,0,30.88627802665086,0.032
14091,10,MN35,MN32,0,23.17409431104206,0.043
14092,10,MN35,MN99,0,16.33073601924305,0.061
14093,10,MN35,MN03,0,15.74016011701174,0.064
14094,10,MN35,MN15,0,20.297354154462365,0.049
14095,10,MN36,MN11,0,14.2079223419013,0.07
14096,10,MN36,MN12,0,20.977869190593328,0.048
14097,10,MN36,MN40,0,25.51584969709627,0.039
14098,10,MN36,MN13,0,27.7740199137351,0.036
14099,10,MN36,MN25,0,35.46252188750672,0.028
14100,10,MN36,MN20,0,29.05199006337388,0.034
14101,10,MN36,MN27,0,33.12847617947163,0.03
14102,10,MN36,MN24,0,31.169011370755527,0.032
14103,10,MN36,MN28,0,31.25639481787794,0.032
14104,10,MN36,MN50,0,27.212325372085203,0.037
14105,10,MN36,MN34,0,14.598991914553421,0.068
14106,10,MN36,MN36,0,6.49290636379817,0.154
14107,10,MN36,MN31,0,22.5420751458791,0.044
14108,10,MN36,MN04,0,10.842683062611805,0.092
14109,10,MN36,MN09,0,16.601309197298672,0.06
14110,10,MN36,MN14,0,21.12503822797171,0.047
14111,10,MN36,MN21,0,32.178433540288665,0.031
14112,10,MN36,MN22,0,31.015385285823132,0.032
14113,10,MN36,MN32,0,20.232682713581102,0.049
14114,10,MN36,MN99,0,12.859420859604032,0.078
14115,10,MN36,MN03,0,15.140704229617278,0.066
14116,10,MN36,MN15,0,19.556406414937346,0.051
14117,10,MN31,MN11,0,20.566058222933236,0.049
14118,10,MN31,MN20,0,12.667115191814649,0.079
14119,10,MN31,MN27,0,22.169779610227863,0.045
14120,10,MN31,MN23,0,21.709067968787096,0.046
14121,10,MN31,MN28,0,13.042755943784266,0.077
14122,10,MN31,MN50,0,14.78691261053995,0.068
14123,10,MN31,MN35,0,21.93570829224313,0.046
14124,10,MN31,MN36,0,26.761931718603414,0.037
14125,10,MN31,MN01,0,22.357106196847933,0.045
14126,10,MN31,MN04,0,33.932557541052134,0.029
14127,10,MN31,MN06,0,16.015055974320806,0.062
14128,10,MN31,MN09,0,16.84410493001074,0.059
14129,10,MN31,MN14,0,18.727576985050494,0.053
14130,10,MN31,MN21,0,15.57414402081692,0.064
14131,10,MN31,MN22,0,21.304622495819434,0.047
14132,10,MN31,MN32,0,10.710821925258129,0.093
14133,10,MN31,MN99,0,16.9590407761371,0.059
14134,10,MN31,MN15,0,28.799850977457233,0.035
14135,10,MN01,MN11,0,18.280800080794325,0.055
14136,10,MN01,MN12,0,17.74750004089925,0.056
14137,10,MN01,MN40,0,22.570002188047486,0.044
14138,10,MN01,MN33,0,18.806603838642804,0.053
14139,10,MN01,MN25,0,32.51251821726954,0.031
14140,10,MN01,MN20,0,26.038877092195765,0.038
14141,10,MN01,MN27,0,34.127273330223616,0.029
14142,10,MN01,MN23,0,31.687539297405937,0.032
14143,10,MN01,MN24,0,35.141585800711056,0.028
14144,10,MN01,MN28,0,30.480706055915903,0.033
14145,10,MN01,MN50,0,18.41424550995489,0.054
14146,10,MN01,MN34,0,19.408836664805776,0.052
14147,10,MN01,MN35,0,8.166277248700242,0.122
14148,10,MN01,MN31,0,26.467173392919637,0.038
14149,10,MN01,MN01,0,6.4507914241355255,0.155
14150,10,MN01,MN04,0,17.106814298344837,0.058
14151,10,MN01,MN06,0,14.65308462933185,0.068
14152,10,MN01,MN09,0,14.71599805833217,0.068
14153,10,MN01,MN14,0,17.10665418501859,0.058
14154,10,MN01,MN19,0,26.75133030966221,0.037
14155,10,MN01,MN21,0,30.31245870621567,0.033
14156,10,MN01,MN22,0,16.481842483752626,0.061
14157,10,MN01,MN32,0,20.961275527188945,0.048
14158,10,MN01,MN99,0,9.859496640007887,0.101
14159,10,MN01,MN03,0,14.852719857326147,0.067
14160,10,MN01,MN15,0,28.790784406028017,0.035
14161,10,MN04,MN11,0,10.694525036770273,0.094
14162,10,MN04,MN12,0,20.634399135315462,0.048
14163,10,MN04,MN40,0,22.968410894318097,0.044
14164,10,MN04,MN17,0,24.60994574422297,0.041
14165,10,MN04,MN13,0,30.00897258895425,0.033
14166,10,MN04,MN33,0,18.902739116099447,0.053
14167,10,MN04,MN25,0,31.20041084153208,0.032
14168,10,MN04,MN20,0,21.31112902360962,0.047
14169,10,MN04,MN27,0,39.52427965742941,0.025
14170,10,MN04,MN23,0,31.116735099917296,0.032
14171,10,MN04,MN24,0,32.644178334296925,0.031
14172,10,MN04,MN28,0,27.343116939903094,0.037
14173,10,MN04,MN50,0,24.4753056456861,0.041
14174,10,MN04,MN34,0,17.2384990033266,0.058
14175,10,MN04,MN31,0,29.49404233597361,0.034
14176,10,MN04,MN01,0,14.653405160993444,0.068
14177,10,MN04,MN04,0,7.019418671401921,0.142
14178,10,MN04,MN06,0,7.260624362611056,0.138
14179,10,MN04,MN09,0,10.394343049829828,0.096
14180,10,MN04,MN14,0,14.311145510010242,0.07
14181,10,MN04,MN19,0,24.87427242118217,0.04
14182,10,MN04,MN21,0,36.83059955902817,0.027
14183,10,MN04,MN22,0,30.58992507044381,0.033
14184,10,MN04,MN32,0,22.013368654860372,0.045
14185,10,MN04,MN99,0,18.081179596997096,0.055
14186,10,MN04,MN03,0,9.387161412835932,0.107
14187,10,MN04,MN15,0,24.898820076488672,0.04
14188,10,MN06,MN11,0,10.69406280140388,0.094
14189,10,MN06,MN12,0,9.555739249247328,0.105
14190,10,MN06,MN40,0,18.75481516018499,0.053
14191,10,MN06,MN13,0,22.046555928087404,0.045
14192,10,MN06,MN33,0,19.864952379402787,0.05
14193,10,MN06,MN25,0,24.648569705135408,0.041
14194,10,MN06,MN20,0,21.58389490786234,0.046
14195,10,MN06,MN27,0,32.73268268890467,0.031
14196,10,MN06,MN23,0,27.648057817967747,0.036
14197,10,MN06,MN24,0,30.032616062377233,0.033
14198,10,MN06,MN28,0,29.776886035597776,0.034
14199,10,MN06,MN50,0,19.44492123221516,0.051
14200,10,MN06,MN34,0,14.7177709267958,0.068
14201,10,MN06,MN35,0,15.525781810742997,0.064
14202,10,MN06,MN36,0,10.005822170925672,0.1
14203,10,MN06,MN31,0,19.328665828261713,0.052
14204,10,MN06,MN01,0,15.66675106009483,0.064
14205,10,MN06,MN04,0,8.759308649005995,0.114
14206,10,MN06,MN06,0,9.149537527147714,0.109
14207,10,MN06,MN09,0,8.785307736757996,0.114
14208,10,MN06,MN14,0,16.763226984078468,0.06
14209,10,MN06,MN19,0,15.387315079569158,0.065
14210,10,MN06,MN21,0,24.257441736060553,0.041
14211,10,MN06,MN22,0,33.00698107821306,0.03
14212,10,MN06,MN32,0,14.757738690807475,0.068
14213,10,MN06,MN99,0,19.191819869585547,0.052
14214,10,MN06,MN15,0,23.63609353933481,0.042
14215,10,MN09,MN13,0,24.177778647691042,0.041
14216,10,MN09,MN25,0,26.63662249461135,0.038
14217,10,MN09,MN20,0,17.645677040778427,0.057
14218,10,MN09,MN27,0,28.011849328916846,0.036
14219,10,MN09,MN23,0,25.64642282221841,0.039
14220,10,MN09,MN24,0,25.463957963013307,0.039
14221,10,MN09,MN50,0,29.361255133908585,0.034
14222,10,MN09,MN34,0,18.751096420907714,0.053
14223,10,MN09,MN31,0,18.880819194094194,0.053
14224,10,MN09,MN01,0,19.7334685470223,0.051
14225,10,MN09,MN06,0,6.76964717423694,0.148
14226,10,MN09,MN09,0,6.409457049461703,0.156
14227,10,MN09,MN21,0,27.447959553126772,0.036
14228,10,MN09,MN22,0,32.20388269237686,0.031
14229,10,MN09,MN32,0,20.518521853129748,0.049
14230,10,MN09,MN99,0,13.1165424807669,0.076
14231,10,MN09,MN15,0,19.19271079199218,0.052
14232,10,MN14,MN11,0,14.442094392634129,0.069
14233,10,MN14,MN12,0,12.770013402207695,0.078
14234,10,MN14,MN13,0,19.279546783363276,0.052
14235,10,MN14,MN33,0,17.431637656195065,0.057
14236,10,MN14,MN20,0,20.492141845788613,0.049
14237,10,MN14,MN27,0,24.735901006113522,0.04
14238,10,MN14,MN24,0,22.300819892391747,0.045
14239,10,MN14,MN28,0,22.559239351263756,0.044
14240,10,MN14,MN50,0,23.96961453759622,0.042
14241,10,MN14,MN34,0,13.786368896690592,0.073
14242,10,MN14,MN35,0,22.594349207232224,0.044
14243,10,MN14,MN36,0,16.307224327280572,0.061
14244,10,MN14,MN31,0,18.428273787725274,0.054
14245,10,MN14,MN01,0,23.029587876689565,0.043
14246,10,MN14,MN04,0,17.141494356937958,0.058
14247,10,MN14,MN06,0,14.134702606400028,0.071
14248,10,MN14,MN09,0,11.570208383070508,0.086
14249,10,MN14,MN14,0,10.230842956958266,0.098
14250,10,MN14,MN21,0,21.487015901528068,0.047
14251,10,MN14,MN22,0,32.07297232606436,0.031
14252,10,MN14,MN32,0,22.505483436171705,0.044
14253,10,MN14,MN03,0,19.31001101750661,0.052
14254,10,MN19,MN11,0,17.386671709725068,0.058
14255,10,MN19,MN12,0,21.683660692938595,0.046
14256,10,MN19,MN33,0,16.272478900903128,0.061
14257,10,MN19,MN27,0,21.23373307786233,0.047
14258,10,MN19,MN28,0,14.306845970959381,0.07
14259,10,MN19,MN50,0,10.478423270914181,0.095
14260,10,MN19,MN34,0,12.523860877503555,0.08
14261,10,MN19,MN35,0,24.87742088288812,0.04
14262,10,MN19,MN36,0,27.175929387937725,0.037
14263,10,MN19,MN01,0,26.75439435093343,0.037
14264,10,MN19,MN04,0,25.30558149609299,0.04
14265,10,MN19,MN06,0,30.69792961060017,0.033
14266,10,MN19,MN09,0,27.030035916859838,0.037
14267,10,MN19,MN14,0,11.633145999378758,0.086
14268,10,MN19,MN19,0,12.228550664632937,0.082
14269,10,MN19,MN22,0,16.583448324672794,0.06
14270,10,MN19,MN99,0,15.165143510411813,0.066
14271,10,MN19,MN03,0,20.2724374749972,0.049
14272,10,MN19,MN15,0,12.63454914658225,0.079
14273,10,MN21,MN11,0,20.429379205101736,0.049
14274,10,MN21,MN12,0,22.102310581182223,0.045
14275,10,MN21,MN33,0,21.917373103777535,0.046
14276,10,MN21,MN25,0,20.84719822098689,0.048
14277,10,MN21,MN27,0,15.562328158045023,0.064
14278,10,MN21,MN24,0,19.257475200355042,0.052
14279,10,MN21,MN28,0,14.804688246191766,0.068
14280,10,MN21,MN50,0,7.355449556572581,0.136
14281,10,MN21,MN34,0,21.335208300983528,0.047
14282,10,MN21,MN35,0,31.917221537813433,0.031
14283,10,MN21,MN36,0,29.24203416108241,0.034
14284,10,MN21,MN31,0,19.207955539037634,0.052
14285,10,MN21,MN01,0,35.26708853828553,0.028
14286,10,MN21,MN04,0,28.109973790339637,0.036
14287,10,MN21,MN06,0,23.96805867930778,0.042
14288,10,MN21,MN09,0,21.64629425924251,0.046
14289,10,MN21,MN14,0,21.435193343886535,0.047
14290,10,MN21,MN19,0,11.694510300509103,0.086
14291,10,MN21,MN21,0,7.386363341104079,0.135
14292,10,MN21,MN22,0,8.523540732186156,0.117
14293,10,MN21,MN32,0,18.649631318306778,0.054
14294,10,MN21,MN99,0,23.867910580655757,0.042
14295,10,MN21,MN03,0,24.713104100670645,0.04
14296,10,MN21,MN15,0,21.251871334855444,0.047
14297,10,MN22,MN11,0,28.14815155330139,0.036
14298,10,MN22,MN12,0,28.26020740725216,0.035
14299,10,MN22,MN40,0,18.101411946920557,0.055
14300,10,MN22,MN33,0,21.247114163216004,0.047
14301,10,MN22,MN25,0,15.131299383129988,0.066
14302,10,MN22,MN27,0,10.467635753627881,0.096
14303,10,MN22,MN28,0,10.783181069285712,0.093
14304,10,MN22,MN50,0,7.268703106878949,0.138
14305,10,MN22,MN34,0,20.956108792849044,0.048
14306,10,MN22,MN35,0,26.49528795047938,0.038
14307,10,MN22,MN36,0,34.22601914504984,0.029
14308,10,MN22,MN31,0,14.043412129533907,0.071
14309,10,MN22,MN01,0,49.49091665476564,0.02
14310,10,MN22,MN04,0,30.848092096984626,0.032
14311,10,MN22,MN06,0,26.619241835851998,0.038
14312,10,MN22,MN09,0,17.12303354916409,0.058
14313,10,MN22,MN14,0,24.682942318503557,0.041
14314,10,MN22,MN19,0,19.20399838743,0.052
14315,10,MN22,MN22,0,9.56758132227812,0.105
14316,10,MN22,MN32,0,22.540839212633525,0.044
14317,10,MN22,MN99,0,17.9517257408005,0.056
14318,10,MN22,MN03,0,29.23062326926448,0.034
14319,10,MN22,MN15,0,29.506859105612797,0.034
14320,10,MN32,MN11,0,14.638516570649696,0.068
14321,10,MN32,MN13,0,23.57505775538636,0.042
14322,10,MN32,MN25,0,26.122825011465203,0.038
14323,10,MN32,MN27,0,22.992791114609417,0.043
14324,10,MN32,MN23,0,19.21622066748811,0.052
14325,10,MN32,MN28,0,20.753674495720364,0.048
14326,10,MN32,MN50,0,16.480193784104156,0.061
14327,10,MN32,MN35,0,17.157894043440383,0.058
14328,10,MN32,MN36,0,23.01919359937714,0.043
14329,10,MN32,MN01,0,20.87378606764429,0.048
14330,10,MN32,MN04,0,20.60960919875357,0.049
14331,10,MN32,MN06,0,25.72447118240888,0.039
14332,10,MN32,MN21,0,16.328959425747534,0.061
14333,10,MN32,MN22,0,18.67671920571549,0.054
14334,10,MN32,MN99,0,19.33362223721311,0.052
14335,10,MN32,MN03,0,17.440066598490944,0.057
14336,10,MN32,MN15,0,25.144665139756825,0.04
14337,10,MN99,MN11,0,16.154076564717926,0.062
14338,10,MN99,MN12,0,15.70589248343248,0.064
14339,10,MN99,MN40,0,15.488713589321282,0.065
14340,10,MN99,MN17,0,12.399688391423267,0.081
14341,10,MN99,MN13,0,29.352923132891174,0.034
14342,10,MN99,MN33,0,15.54697691010963,0.064
14343,10,MN99,MN25,0,24.224684307364186,0.041
14344,10,MN99,MN20,0,21.56963424329814,0.046
14345,10,MN99,MN27,0,32.14686362757193,0.031
14346,10,MN99,MN23,0,26.339060243189007,0.038
14347,10,MN99,MN24,0,33.39493387169403,0.03
14348,10,MN99,MN28,0,32.574273980972364,0.031
14349,10,MN99,MN50,0,25.785125806604157,0.039
14350,10,MN99,MN34,0,19.580170928457857,0.051
14351,10,MN99,MN35,0,10.960977096477514,0.091
14352,10,MN99,MN36,0,16.58800337953271,0.06
14353,10,MN99,MN31,0,17.939210158415936,0.056
14354,10,MN99,MN01,0,12.044567810929095,0.083
14355,10,MN99,MN04,0,25.72560766839133,0.039
14356,10,MN99,MN06,0,13.696971353454757,0.073
14357,10,MN99,MN09,0,13.135339338682336,0.076
14358,10,MN99,MN14,0,13.609466829282688,0.073
14359,10,MN99,MN19,0,12.821478469543663,0.078
14360,10,MN99,MN21,0,25.534354983159705,0.039
14361,10,MN99,MN22,0,17.50700235226748,0.057
14362,10,MN99,MN32,0,21.70309133887672,0.046
14363,10,MN99,MN03,0,20.80960985339595,0.048
14364,10,MN99,MN15,0,18.380056424933734,0.054
14365,10,MN03,MN12,0,18.54845058054594,0.054
14366,10,MN03,MN40,0,20.207170543500176,0.049
14367,10,MN03,MN13,0,30.32640195009793,0.033
14368,10,MN03,MN33,0,13.826439363458988,0.072
14369,10,MN03,MN25,0,32.50140288657786,0.031
14370,10,MN03,MN20,0,19.572187002691535,0.051
14371,10,MN03,MN27,0,30.788401466166846,0.032
14372,10,MN03,MN23,0,30.862318358429725,0.032
14373,10,MN03,MN24,0,36.146010684423366,0.028
14374,10,MN03,MN28,0,24.397647938323534,0.041
14375,10,MN03,MN50,0,25.59452872330549,0.039
14376,10,MN03,MN35,0,18.668522696181455,0.054
14377,10,MN03,MN31,0,20.14748443116732,0.05
14378,10,MN03,MN01,0,13.987966218802116,0.071
14379,10,MN03,MN04,0,7.185254068846178,0.139
14380,10,MN03,MN14,0,16.543948405391934,0.06
14381,10,MN03,MN19,0,23.38012074047954,0.043
14382,10,MN03,MN21,0,21.913131866676103,0.046
14383,10,MN03,MN22,0,29.222034198142985,0.034
14384,10,MN03,MN15,0,24.912854796681923,0.04
14385,10,MN15,MN11,0,23.05422293941475,0.043
14386,10,MN15,MN12,0,10.073631102659762,0.099
14387,10,MN15,MN40,0,15.521845406960711,0.064
14388,10,MN15,MN33,0,19.536510345002544,0.051
14389,10,MN15,MN25,0,18.788968991209703,0.053
14390,10,MN15,MN20,0,16.47227154579467,0.061
14391,10,MN15,MN27,0,20.46217121515119,0.049
14392,10,MN15,MN24,0,16.305803621232087,0.061
14393,10,MN15,MN28,0,19.40600606509325,0.052
14394,10,MN15,MN50,0,20.674203127241356,0.048
14395,10,MN15,MN34,0,16.113874526086242,0.062
14396,10,MN15,MN35,0,20.670776043993023,0.048
14397,10,MN15,MN36,0,23.278119037317126,0.043
14398,10,MN15,MN31,0,27.440742427584034,0.036
14399,10,MN15,MN01,0,23.37526838372822,0.043
14400,10,MN15,MN04,0,22.975415100054377,0.044
14401,10,MN15,MN06,0,20.132435254916455,0.05
14402,10,MN15,MN09,0,16.241835711357638,0.062
14403,10,MN15,MN19,0,10.365876423794786,0.096
14404,10,MN15,MN21,0,22.81177595215963,0.044
14405,10,MN15,MN22,0,23.234345660128994,0.043
14406,10,MN15,MN32,0,25.991296948055812,0.038
14407,10,MN15,MN99,0,16.856016252232934,0.059
14408,10,MN15,MN03,0,24.44173224152306,0.041
14409,10,MN15,MN15,0,9.67251722330226,0.103
14410,11,MN11,MN11,0,10.8626854827602,0.092
14411,11,MN11,MN40,0,14.463394022376796,0.069
14412,11,MN11,MN17,0,22.069584947274272,0.045
14413,11,MN11,MN13,0,24.89446265324545,0.04
14414,11,MN11,MN25,0,25.52515187085924,0.039
14415,11,MN11,MN20,0,18.571505045857588,0.054
14416,11,MN11,MN27,0,29.207925611001542,0.034
14417,11,MN11,MN23,0,30.45769152635163,0.033
14418,11,MN11,MN28,0,23.538312611531325,0.042
14419,11,MN11,MN50,0,17.36308776381791,0.058
14420,11,MN11,MN35,0,17.947135394450218,0.056
14421,11,MN11,MN36,0,13.833918179977902,0.072
14422,11,MN11,MN01,0,17.111678187109884,0.058
14423,11,MN11,MN14,0,20.67797149817913,0.048
14424,11,MN11,MN19,0,17.17114687827581,0.058
14425,11,MN11,MN21,0,29.888137542305333,0.033
14426,11,MN11,MN22,0,24.56810861790017,0.041
14427,11,MN11,MN32,0,13.640336142596139,0.073
14428,11,MN11,MN99,0,18.700045426745394,0.053
14429,11,MN11,MN15,0,13.938953061480962,0.072
14430,11,MN12,MN12,0,11.65865797073117,0.086
14431,11,MN12,MN27,0,29.882118505994086,0.033
14432,11,MN12,MN24,0,20.61770681654878,0.049
14433,11,MN12,MN28,0,30.662415488395737,0.033
14434,11,MN12,MN50,0,27.699975864154556,0.036
14435,11,MN12,MN34,0,19.30625689557411,0.052
14436,11,MN12,MN31,0,19.442807734476673,0.051
14437,11,MN12,MN01,0,22.441258936296958,0.045
14438,11,MN12,MN06,0,10.692286464391149,0.094
14439,11,MN12,MN21,0,22.266905282939213,0.045
14440,11,MN12,MN22,0,30.881246803011944,0.032
14441,11,MN12,MN32,0,13.738579103190194,0.073
14442,11,MN12,MN03,0,16.72762775219496,0.06
14443,11,MN12,MN15,0,15.222803329483419,0.066
14444,11,MN40,MN11,0,19.097339188421827,0.052
14445,11,MN40,MN27,0,24.479966000558054,0.041
14446,11,MN40,MN28,0,17.93541668635582,0.056
14447,11,MN40,MN50,0,20.297185572279098,0.049
14448,11,MN40,MN35,0,22.308966670017398,0.045
14449,11,MN40,MN01,0,25.23290630128262,0.04
14450,11,MN40,MN04,0,27.997114862457472,0.036
14451,11,MN40,MN06,0,20.16622142565437,0.05
14452,11,MN40,MN21,0,23.779826338405535,0.042
14453,11,MN40,MN22,0,22.030374967358895,0.045
14454,11,MN40,MN03,0,19.946886906276916,0.05
14455,11,MN40,MN15,0,19.905871946775115,0.05
14456,11,MN17,MN11,0,21.104432911554476,0.047
14457,11,MN17,MN27,0,19.582939015499914,0.051
14458,11,MN17,MN50,0,16.760365786721835,0.06
14459,11,MN17,MN36,0,30.675892724576116,0.033
14460,11,MN17,MN01,0,29.747444091164315,0.034
14461,11,MN17,MN04,0,20.73037207902334,0.048
14462,11,MN17,MN06,0,26.58750640207285,0.038
14463,11,MN17,MN09,0,24.118366790984588,0.041
14464,11,MN17,MN22,0,18.24108768385727,0.055
14465,11,MN17,MN03,0,22.30877687240864,0.045
14466,11,MN13,MN11,0,21.29073516897926,0.047
14467,11,MN13,MN12,0,15.476413713513626,0.065
14468,11,MN13,MN40,0,22.23056614366226,0.045
14469,11,MN13,MN33,0,24.68286795092387,0.041
14470,11,MN13,MN27,0,20.535226729238673,0.049
14471,11,MN13,MN35,0,32.50895147145573,0.031
14472,11,MN13,MN01,0,35.70576055096464,0.028
14473,11,MN13,MN04,0,26.42351598358906,0.038
14474,11,MN13,MN06,0,23.880182602089384,0.042
14475,11,MN13,MN09,0,22.44562345002073,0.045
14476,11,MN13,MN14,0,13.99091269684655,0.071
14477,11,MN13,MN22,0,14.717177114779133,0.068
14478,11,MN13,MN32,0,22.837335028221062,0.044
14479,11,MN13,MN99,0,22.364379729025433,0.045
14480,11,MN33,MN13,0,29.437454087124408,0.034
14481,11,MN33,MN20,0,20.213034234734323,0.049
14482,11,MN33,MN27,0,25.08963644132627,0.04
14483,11,MN33,MN23,0,27.63790317258248,0.036
14484,11,MN33,MN24,0,26.914429722277774,0.037
14485,11,MN33,MN28,0,20.204666020728,0.049
14486,11,MN33,MN50,0,17.698713707656115,0.057
14487,11,MN33,MN35,0,18.73088775133,0.053
14488,11,MN33,MN36,0,22.988040060935965,0.044
14489,11,MN33,MN31,0,17.415964896280883,0.057
14490,11,MN33,MN01,0,23.091750671297284,0.043
14491,11,MN33,MN04,0,23.373231595199325,0.043
14492,11,MN33,MN06,0,16.471517689846348,0.061
14493,11,MN33,MN19,0,18.628637852440995,0.054
14494,11,MN33,MN21,0,26.400314439707593,0.038
14495,11,MN33,MN22,0,23.139394601857333,0.043
14496,11,MN33,MN99,0,17.291967313150927,0.058
14497,11,MN33,MN03,0,17.861420744800842,0.056
14498,11,MN33,MN15,0,21.15357583807952,0.047
14499,11,MN25,MN11,0,25.60228357098819,0.039
14500,11,MN25,MN33,0,24.001642311606815,0.042
14501,11,MN25,MN25,0,11.40928089753519,0.088
14502,11,MN25,MN28,0,10.533242611472609,0.095
14503,11,MN25,MN50,0,18.339908348970898,0.055
14504,11,MN25,MN34,0,30.906575960132592,0.032
14505,11,MN25,MN35,0,36.63966072450093,0.027
14506,11,MN25,MN36,0,34.1269722849846,0.029
14507,11,MN25,MN31,0,19.526775091580944,0.051
14508,11,MN25,MN01,0,37.5869376653413,0.027
14509,11,MN25,MN04,0,35.03450373917098,0.029
14510,11,MN25,MN06,0,29.26280308791209,0.034
14511,11,MN25,MN09,0,26.30841855371704,0.038
14512,11,MN25,MN14,0,23.098405359718345,0.043
14513,11,MN25,MN21,0,15.2160768635497,0.066
14514,11,MN25,MN22,0,19.18341559946579,0.052
14515,11,MN25,MN32,0,23.16234433292641,0.043
14516,11,MN25,MN03,0,26.919517537347268,0.037
14517,11,MN25,MN15,0,23.988590937375765,0.042
14518,11,MN20,MN12,0,16.58805689417969,0.06
14519,11,MN20,MN33,0,17.48100384034754,0.057
14520,11,MN20,MN27,0,14.98833853457936,0.067
14521,11,MN20,MN23,0,17.652652043745626,0.057
14522,11,MN20,MN28,0,10.795619834560569,0.093
14523,11,MN20,MN50,0,11.967325594954074,0.084
14524,11,MN20,MN34,0,16.192975925403637,0.062
14525,11,MN20,MN35,0,27.698442609716075,0.036
14526,11,MN20,MN36,0,28.820565508550608,0.035
14527,11,MN20,MN31,0,13.232662174932027,0.076
14528,11,MN20,MN01,0,30.7641454520379,0.033
